,location,total_sqft,bath,bhk
5286,Sarjapur  Road,1346.0,2.0,2.0
5287,Sarjapur  Road,1819.0,3.0,3.0
5288,Sarjapur  Road,1929.0,4.0,3.0
5289,Sarjapur  Road,1145.0,2.0,2.0
5290,Sarjapur  Road,984.0,2.0,2.0
5291,Sarjapur  Road,1043.0,2.0,2.0
5292,Sarjapur  Road,1691.0,3.0,3.0
5293,Sarjapur  Road,1254.0,3.0,3.0
5294,Sarjapur  Road,1525.0,2.0,3.0
5295,Sarjapur  Road,1150.0,2.0,2.0
5296,Sarjapur  Road,3800.0,3.0,4.0
5297,Sarjapur  Road,915.0,2.0,2.0
5298,Sarjapur  Road,2100.0,3.0,3.0
5299,Sarjapur  Road,1145.0,2.0,2.0
5300,Sarjapur  Road,1019.0,2.0,2.0
5301,Sarjapur  Road,1195.0,2.0,2.0
5302,Sarjapur  Road,1155.0,2.0,2.0
5303,Sarjapur  Road,2180.0,3.0,3.0
5304,Sarjapur  Road,1255.0,2.0,2.0
5305,Sarjapur  Road,1347.0,2.0,3.0
5306,Sarjapur  Road,702.0,1.0,1.0
5307,Sarjapur  Road,2180.0,3.0,3.0
5308,Sarjapur  Road,1250.0,4.0,4.0
5309,Sarjapur  Road,1309.0,2.0,2.0
5310,Sarjapur  Road,3500.0,3.0,3.0
5311,Sarjapur  Road,1725.0,3.0,3.0
5312,Sarjapur  Road,3335.0,4.0,4.0
5313,Sarjapur  Road,1034.0,2.0,2.0
5314,Sarjapur  Road,1157.0,2.0,3.0
5315,Sarjapur  Road,4111.0,4.0,4.0
5316,Sarjapur  Road,1028.0,2.0,2.0
5317,Sarjapur  Road,2140.0,3.0,3.0
5318,Sarjapur  Road,1660.0,2.0,3.0
5319,Sarjapur  Road,1691.0,3.0,3.0
5320,Sarjapur  Road,984.0,2.0,2.0
5321,Sarjapur  Road,1305.0,2.0,2.0
5322,Sarjapur  Road,1846.0,3.0,3.0
5323,Sarjapur  Road,3200.0,5.0,5.0
5324,Sarjapur  Road,1800.0,3.0,3.0
5325,Sarjapur  Road,3750.0,6.0,4.0
5326,Sarjapur  Road,3009.0,3.0,3.0
5327,Sarjapur  Road,1500.0,3.0,3.0
5328,Sarjapur  Road,3335.0,4.0,4.0
5329,Sarjapur  Road,1282.0,2.0,2.0
5330,Sarjapur  Road,1691.0,3.0,3.0
5331,Sarjapur  Road,1335.0,2.0,2.0
5332,Sarjapur  Road,1278.0,2.0,2.0
5333,Sarjapur  Road,5965.0,5.0,5.0
5334,Sarjapur  Road,1280.0,2.0,2.0
5335,Sarjapur  Road,1346.0,2.0,2.0
5336,Sarjapur  Road,1205.0,2.0,2.0
5337,Sarjapur  Road,2275.0,4.0,3.0
5338,Sarjapur  Road,1550.0,2.0,3.0
5339,Sarjapur  Road,1400.0,2.0,2.0
5340,Sarjapur  Road,1984.0,4.0,3.0
5341,Sarjapur  Road,1864.0,3.0,4.0
5342,Sarjapur  Road,2600.0,4.0,4.0
5343,Sarjapur  Road,1040.0,2.0,2.0
5344,Sarjapur  Road,1273.0,2.0,2.0
5345,Sarjapur  Road,1035.0,2.0,2.0
5346,Sarjapur  Road,1000.0,2.0,2.0
5347,Sarjapur  Road,3200.0,4.0,4.0
5348,Sarjapur  Road,984.0,2.0,2.0
5349,Sarjapur  Road,1750.0,3.0,4.0
5350,Sarjapur  Road,1180.0,2.0,3.0
5351,Sarjapur  Road,1000.0,2.0,2.0
5352,Sarjapur  Road,3335.0,5.0,4.0
5353,Sarjapur  Road,1800.0,2.0,2.0
5354,Sarjapur  Road,1150.0,2.0,2.0
5355,Sarjapur  Road,1308.0,2.0,2.0
5356,Sarjapur  Road,1770.0,3.0,3.0
5357,Sarjapur  Road,1385.0,3.0,3.0
5358,Sarjapur  Road,1050.0,2.0,2.0
5359,Sarjapur  Road,1241.0,2.0,2.0
5360,Sarjapur  Road,1819.0,3.0,3.0
5361,Sarjapur  Road,1157.0,2.0,3.0
5362,Sarjapur  Road,1060.0,2.0,2.0
5363,Sarjapur  Road,1428.0,2.0,3.0
5364,Sarjapur  Road,1929.0,4.0,3.0
5365,Sarjapur  Road,2206.0,4.0,3.0
5366,Sarjapur  Road,1140.0,2.0,2.0
5367,Sarjapur  Road,1800.0,3.0,3.0
5368,Sarjapur  Road,1862.0,4.0,3.0
5369,Sarjapur  Road,1435.0,3.0,3.0
5370,Sarjapur  Road,1680.0,3.0,3.0
5371,Sarjapur  Road,4395.0,4.0,4.0
5372,Sarjapur  Road,920.0,2.0,2.0
5373,Sarjapur  Road,2230.0,4.0,4.0
5374,Sarjapur  Road,2180.0,4.0,3.0
5375,Sarjapur  Road,1120.0,2.0,2.0
5376,Sarjapur  Road,1200.0,3.0,3.0
5377,Sarjapur  Road,985.0,2.0,2.0
5378,Sarjapur  Road,3385.5,6.0,4.0
5379,Sarjapur  Road,3044.0,3.0,3.0
5380,Sarjapur  Road,10000.0,4.0,5.0
5381,Sarjapur  Road,1565.0,3.0,3.0
5382,Sarjapur  Road,1290.0,2.0,2.0
5383,Sarjapur  Road,1750.0,3.0,3.0
5384,Sarjapur  Road,1112.0,2.0,2.0
5385,Sarjapur  Road,1370.0,2.0,2.0
5386,Sarjapur  Road,1900.0,4.0,3.0
5387,Sarjapur  Road,2900.0,4.0,4.0
5388,Sarjapur  Road,2089.0,3.0,3.0
5389,Sarjapur  Road,1035.0,2.0,2.0
5390,Sarjapur  Road,1200.0,2.0,3.0
5391,Sarjapur  Road,1660.0,3.0,3.0
5392,Sarjapur  Road,1059.0,2.0,2.0
5393,Sarjapur  Road,1210.0,2.0,2.0
5394,Sarjapur  Road,1163.0,2.0,3.0
5395,Sarjapur  Road,1262.0,2.0,2.0
5396,Sarjapur  Road,1060.0,2.0,2.0
5397,Sarjapur  Road,2383.0,5.0,4.0
5398,Sarjapur  Road,1216.0,2.0,2.0
5399,Sarjapur  Road,3785.0,6.0,4.0
5400,Sarjapur  Road,1115.0,2.0,2.0
5401,Sarjapur  Road,1115.0,2.0,2.0
5402,Sarjapur  Road,1612.0,3.0,3.0
5403,Sarjapur  Road,3905.0,7.0,5.0
5404,Sarjapur  Road,2425.0,5.0,4.0
5405,Sarjapur  Road,1314.0,2.0,3.0
5406,Sarjapur  Road,1489.0,2.0,3.0
5407,Sarjapur  Road,1230.0,2.0,2.0
5408,Sarjapur  Road,835.0,1.0,1.0
5409,Sarjapur  Road,1700.0,3.0,3.0
5410,Sarjapur  Road,1115.0,2.0,2.0
5411,Sarjapur  Road,1350.0,3.0,3.0
5412,Sarjapur  Road,984.0,2.0,2.0
5413,Sarjapur  Road,1045.0,2.0,2.0
5414,Sarjapur  Road,1539.0,3.0,3.0
5415,Sarjapur  Road,3004.0,4.0,3.0
5416,Sarjapur  Road,1350.0,2.0,2.0
5417,Sarjapur  Road,2500.0,4.0,4.0
5418,Sarjapur  Road,1826.0,3.0,3.0
5419,Sarjapur  Road,1129.0,2.0,2.0
5420,Sarjapur  Road,3913.0,5.0,4.0
5421,Sarjapur  Road,1242.0,2.0,2.0
5422,Sarjapur  Road,1150.0,2.0,2.0
5423,Sarjapur  Road,2720.0,5.0,3.0
5424,Sarjapur  Road,1530.0,2.0,3.0
5425,Sarjapur  Road,1680.0,3.0,3.0
5426,Sarjapur  Road,1984.0,4.0,3.0
5427,Sarjapur  Road,984.0,2.0,2.0
5428,Sarjapur  Road,2556.0,3.0,3.0
5429,Sarjapur  Road,1132.0,2.0,2.0
5430,Sarjapur  Road,1525.0,2.0,3.0
5431,Sarjapur  Road,691.0,1.0,1.0
5432,Sarjapur  Road,975.0,2.0,2.0
5433,Sarjapur  Road,3785.0,5.0,4.0
5434,Sarjapur  Road,1350.0,2.0,2.0
5435,Sarjapur  Road,950.0,1.0,1.0
5436,Sarjapur  Road,1050.0,2.0,2.0
5437,Sarjapur  Road,1750.0,3.0,3.0
5438,Sarjapur  Road,1197.0,2.0,2.0
5439,Sarjapur  Road,1367.0,2.0,2.0
5440,Sarjapur  Road,2275.0,4.0,3.0
5441,Sarjapur  Road,1260.0,2.0,2.0
5442,Sarjapur  Road,1157.0,2.0,3.0
5443,Sarjapur  Road,1044.0,2.0,2.0
5444,Sarjapur  Road,1845.0,4.0,3.0
5445,Sarjapur  Road,1700.0,3.0,3.0
5446,Sarjapur  Road,1350.0,2.0,2.0
5447,Sarjapur  Road,1881.0,3.0,3.0
5448,Sarjapur  Road,1222.0,2.0,3.0
5449,Sarjapur  Road,858.0,2.0,2.0
5450,Sarjapur  Road,1016.0,2.0,2.0
5451,Sarjapur  Road,944.0,2.0,2.0
5452,Sarjapur  Road,1115.0,2.0,2.0
5453,Sarjapur  Road,984.0,2.0,2.0
5454,Sarjapur  Road,2900.0,3.0,3.0
5455,Sarjapur  Road,1879.0,3.0,3.0
5456,Sarjapur  Road,1550.0,3.0,3.0
5457,Sarjapur  Road,1457.0,3.0,3.0
5458,Sarjapur  Road,2275.0,4.0,3.0
5459,Sarjapur  Road,2600.0,3.0,3.0
5460,Sarjapur  Road,1242.0,2.0,2.0
5461,Sarjapur  Road,615.0,1.0,1.0
5462,Sarjapur  Road,2758.0,4.0,4.0
5463,Sarjapur  Road,1200.0,3.0,3.0
5464,Sarjapur  Road,984.0,2.0,2.0
5465,Sarjapur  Road,1308.0,2.0,2.0
5466,Sarjapur  Road,1773.5,2.0,3.0
5467,Sarjapur  Road,685.0,1.0,1.0
5468,Sarjapur  Road,1505.0,2.0,3.0
5469,Sarjapur  Road,675.0,1.0,1.0
5470,Sarjapur  Road,1700.0,3.0,3.0
5471,Sarjapur  Road,1711.0,3.0,3.0
5472,Sarjapur  Road,1418.0,2.0,2.0
5473,Sarjapur  Road,1157.0,2.0,3.0
5474,Sarjapur  Road,1229.0,2.0,2.0
5475,Sarjapur  Road,4395.0,4.0,4.0
5476,Sarjapur  Road,1249.0,3.0,3.0
5477,Sarjapur  Road,1450.0,2.0,3.0
5478,Sarjapur  Road,1323.0,2.0,2.0
5479,Sarjapur  Road,980.0,2.0,2.0
5480,Sarjapur  Road,1117.0,2.0,2.0
5481,Sarjapur  Road,1403.0,3.0,3.0
5482,Sarjapur  Road,1814.0,3.0,3.0
5483,Sarjapur  Road,2750.0,5.0,4.0
5484,Sarjapur  Road,2145.0,3.0,3.0
5485,Sarjapur  Road,1157.0,2.0,3.0
5486,Sarjapur  Road,1403.0,3.0,3.0
5487,Sarjapur  Road,1346.0,2.0,2.0
5488,Sarjapur  Road,2238.0,3.0,3.0
5489,Sarjapur  Road,984.0,2.0,2.0
5490,Sarjapur  Road,1984.0,4.0,3.0
5491,Sarjapur  Road,1346.0,2.0,2.0
5492,Sarjapur  Road,534.0,1.0,1.0
5493,Sarjapur  Road,2880.0,3.0,4.0
5494,Sarjapur  Road,1025.0,2.0,2.0
5495,Sarjapur  Road,1340.0,2.0,2.0
5496,Sarjapur  Road,3930.0,7.0,5.0
5497,Sarjapur  Road,1691.0,3.0,3.0
5498,Sarjapur  Road,3418.0,3.0,4.0
5499,Sarjapur  Road,475.0,1.0,1.0
5500,Sarjapur  Road,4395.0,4.0,4.0
5501,Sarjapur  Road,1200.0,2.0,2.0
5502,Sarjapur  Road,1115.0,2.0,2.0
5503,Sarjapur  Road,1194.0,2.0,2.0
5504,Sarjapur  Road,1550.0,2.0,3.0
5505,Sarjapur  Road,2275.0,4.0,3.0
5506,Sarjapur  Road,1680.0,3.0,3.0
5507,Sarjapur  Road,1026.0,2.0,2.0
5508,Sarjapur  Road,3005.0,5.0,4.0
5509,Sarjapur  Road,1308.0,2.0,2.0
5510,Sarjapur  Road,1178.0,2.0,2.0
5511,Sarjapur  Road,1700.0,3.0,3.0
5512,Sarjapur  Road,1787.0,3.0,3.0
5513,Sarjapur  Road,3900.0,4.0,4.0
5514,Sarjapur  Road,1586.0,3.0,3.0
5515,Sarjapur  Road,1173.0,2.0,3.0
5516,Sarjapur  Road,1380.0,2.0,3.0
5517,Sarjapur  Road,1700.0,3.0,3.0
5518,Sarjapur  Road,1220.0,3.0,3.0
5519,Sarjapur  Road,6200.0,4.0,4.0
5520,Sarjapur  Road,2425.0,5.0,4.0
5521,Sarjapur  Road,1863.0,3.0,4.0
5522,Sarjapur  Road,2275.0,4.0,3.0
5523,Sarjapur  Road,1403.0,3.0,3.0
5524,Sarjapur  Road,2425.0,5.0,4.0
5525,Sarjapur  Road,1190.0,2.0,2.0
5526,Sarjapur  Road,1691.0,3.0,3.0
5527,Sarjapur  Road,1026.0,2.0,2.0
5528,Sarjapur  Road,1850.0,3.0,3.0
5529,Sarjapur  Road,1374.0,3.0,3.0
5530,Sarjapur  Road,3416.5,6.0,4.0
5531,Sarjapur  Road,2070.0,4.0,3.0
5532,Sector 2 HSR Layout,1665.0,3.0,3.0
5533,Sector 2 HSR Layout,1600.0,3.0,3.0
5534,Sector 2 HSR Layout,1450.0,2.0,3.0
5535,Sector 2 HSR Layout,1146.0,2.0,2.0
5536,Sector 2 HSR Layout,1143.0,2.0,2.0
5537,Sector 2 HSR Layout,794.0,1.0,1.0
5538,Sector 2 HSR Layout,1296.0,2.0,2.0
5539,Sector 2 HSR Layout,1095.0,2.0,2.0
5540,Sector 2 HSR Layout,1512.0,3.0,3.0
5541,Sector 2 HSR Layout,1231.0,2.0,2.0
5542,Sector 2 HSR Layout,1600.0,3.0,3.0
5543,Sector 2 HSR Layout,1515.0,2.0,3.0
5544,Seegehalli,2400.0,4.0,3.0
5545,Seegehalli,920.0,2.0,2.0
5546,Seegehalli,3000.0,5.0,4.0
5547,Seegehalli,2800.0,4.0,4.0
5548,Seegehalli,4000.0,3.0,3.0
5549,Seegehalli,1150.0,2.0,3.0
5550,Seegehalli,1118.0,2.0,2.0
5551,Seegehalli,1683.0,3.0,3.0
5552,Seegehalli,901.0,2.0,2.0
5553,Seegehalli,3000.0,4.0,3.0
5554,Seegehalli,3000.0,4.0,3.0
5555,Seegehalli,1176.0,2.0,2.0
5556,Seegehalli,1134.0,2.0,2.0
5557,Seegehalli,1830.0,4.0,3.0
5558,Seegehalli,1155.0,2.0,2.0
5559,Singasandra,1120.0,2.0,2.0
5560,Singasandra,1375.0,2.0,2.0
5561,Singasandra,3126.0,4.0,4.0
5562,Singasandra,1465.0,2.0,2.0
5563,Singasandra,600.0,1.0,1.0
5564,Singasandra,1440.0,2.0,3.0
5565,Singasandra,1300.0,2.0,2.0
5566,Singasandra,1416.0,2.0,2.0
5567,Singasandra,1306.0,2.0,3.0
5568,Singasandra,600.0,1.0,1.0
5569,Singasandra,1099.0,2.0,2.0
5570,Singasandra,1139.7,2.0,2.0
5571,Singasandra,1653.0,3.0,3.0
5572,Singasandra,600.0,2.0,2.0
5573,Singasandra,1030.0,2.0,2.0
5574,Singasandra,1179.0,2.0,2.0
5575,Somasundara Palya,1448.0,2.0,2.0
5576,Somasundara Palya,1575.0,3.0,3.0
5577,Somasundara Palya,1174.0,2.0,2.0
5578,Somasundara Palya,1571.0,3.0,3.0
5579,Somasundara Palya,1650.0,3.0,3.0
5580,Somasundara Palya,1260.0,2.0,2.0
5581,Somasundara Palya,2300.0,2.0,3.0
5582,Somasundara Palya,1329.0,2.0,2.0
5583,Somasundara Palya,1140.0,2.0,2.0
5584,Somasundara Palya,1570.0,3.0,3.0
5585,Somasundara Palya,1200.0,2.0,2.0
5586,Somasundara Palya,1650.0,3.0,3.0
5587,Somasundara Palya,2372.0,3.0,3.0
5588,Somasundara Palya,1178.0,2.0,2.0
5589,Somasundara Palya,1185.0,2.0,2.0
5590,Somasundara Palya,1600.0,3.0,3.0
5591,Somasundara Palya,1185.0,2.0,2.0
5592,Somasundara Palya,1186.0,2.0,2.0
5593,Somasundara Palya,1033.0,2.0,2.0
5594,Somasundara Palya,1186.0,2.0,2.0
5595,Somasundara Palya,1575.0,3.0,3.0
5596,Somasundara Palya,1178.0,2.0,2.0
5597,Sompura,1350.0,2.0,3.0
5598,Sompura,1360.0,2.0,3.0
5599,Sompura,1025.0,2.0,3.0
5600,Sompura,1020.0,2.0,2.0
5601,Sompura,1275.0,3.0,3.0
5602,Sompura,2150.0,3.0,4.0
5603,Sompura,1350.0,3.0,3.0
5604,Sompura,1025.0,2.0,3.0
5605,Sompura,825.0,2.0,2.0
5606,Sompura,1090.0,2.0,2.0
5607,Sompura,825.0,2.0,2.0
5608,Sonnenahalli,1268.0,2.0,2.0
5609,Sonnenahalli,1011.0,2.0,2.0
5610,Sonnenahalli,1120.0,2.0,2.0
5611,Sonnenahalli,1310.0,2.0,3.0
5612,Sonnenahalli,1610.0,3.0,3.0
5613,Sonnenahalli,1268.0,2.0,2.0
5614,Sonnenahalli,1415.0,2.0,3.0
5615,Sonnenahalli,1550.0,3.0,3.0
5616,Sonnenahalli,605.0,1.0,1.0
5617,Sonnenahalli,614.5,1.0,1.0
5618,Sonnenahalli,896.0,2.0,2.0
5619,Sonnenahalli,605.0,1.0,1.0
5620,Sonnenahalli,1157.0,2.0,2.0
5621,Sonnenahalli,1268.0,2.0,3.0
5622,Sonnenahalli,1484.0,3.0,3.0
5623,Sonnenahalli,1415.0,2.0,3.0
5624,Sonnenahalli,1011.0,2.0,2.0
5625,Subramanyapura,958.0,2.0,2.0
5626,Subramanyapura,1313.0,2.0,2.0
5627,Subramanyapura,929.0,2.0,2.0
5628,Subramanyapura,1223.0,2.0,3.0
5629,Subramanyapura,929.0,2.0,2.0
5630,Subramanyapura,1880.0,3.0,3.0
5631,Subramanyapura,1260.0,2.0,3.0
5632,Subramanyapura,2495.0,3.0,3.0
5633,Subramanyapura,929.0,2.0,2.0
5634,Subramanyapura,1313.0,2.0,2.0
5635,Subramanyapura,1130.0,2.0,3.0
5636,Subramanyapura,929.0,2.0,2.0
5637,Subramanyapura,958.0,2.0,2.0
5638,Subramanyapura,975.0,2.0,2.0
5639,Subramanyapura,950.0,2.0,2.0
5640,Subramanyapura,1000.0,2.0,2.0
5641,Subramanyapura,1278.0,2.0,3.0
5642,Subramanyapura,1800.0,3.0,3.0
5643,Subramanyapura,1260.0,2.0,3.0
5644,Subramanyapura,975.0,2.0,2.0
5645,Subramanyapura,975.0,2.0,2.0
5646,Subramanyapura,1260.0,2.0,3.0
5647,Subramanyapura,1245.0,2.0,3.0
5648,Subramanyapura,1255.0,2.0,3.0
5649,Subramanyapura,1278.0,3.0,3.0
5650,Subramanyapura,1277.0,2.0,2.0
5651,Subramanyapura,985.0,2.0,2.0
5652,Subramanyapura,975.0,2.0,2.0
5653,Subramanyapura,1050.0,2.0,2.0
5654,Subramanyapura,1400.0,2.0,3.0
5655,Subramanyapura,1223.0,2.0,3.0
5656,TC Palaya,1200.0,2.0,3.0
5657,TC Palaya,1500.0,3.0,3.0
5658,TC Palaya,1200.0,2.0,3.0
5659,TC Palaya,1000.0,2.0,2.0
5660,TC Palaya,900.0,2.0,2.0
5661,TC Palaya,2100.0,2.0,4.0
5662,TC Palaya,1200.0,3.0,3.0
5663,TC Palaya,1500.0,2.0,2.0
5664,TC Palaya,1200.0,2.0,3.0
5665,TC Palaya,1100.0,3.0,3.0
5666,TC Palaya,1240.0,2.0,2.0
5667,TC Palaya,1475.0,3.0,3.0
5668,TC Palaya,1200.0,2.0,3.0
5669,TC Palaya,1200.0,2.0,3.0
5670,TC Palaya,1200.0,2.0,2.0
5671,TC Palaya,1200.0,2.0,3.0
5672,TC Palaya,1995.0,3.0,3.0
5673,TC Palaya,1200.0,2.0,3.0
5674,TC Palaya,1200.0,2.0,3.0
5675,TC Palaya,2000.0,3.0,3.0
5676,TC Palaya,1100.0,2.0,2.0
5677,TC Palaya,1200.0,2.0,3.0
5678,TC Palaya,1800.0,2.0,2.0
5679,TC Palaya,1000.0,2.0,2.0
5680,TC Palaya,900.0,2.0,2.0
5681,TC Palaya,1200.0,3.0,3.0
5682,TC Palaya,1200.0,2.0,2.0
5683,TC Palaya,1350.0,1.0,1.0
5684,TC Palaya,4800.0,3.0,4.0
5685,TC Palaya,1126.0,2.0,2.0
5686,TC Palaya,900.0,2.0,2.0
5687,TC Palaya,900.0,2.0,2.0
5688,TC Palaya,1200.0,2.0,2.0
5689,TC Palaya,1500.0,2.0,3.0
5690,TC Palaya,1200.0,2.0,2.0
5691,TC Palaya,1200.0,2.0,3.0
5692,TC Palaya,1200.0,2.0,3.0
5693,Talaghattapura,3554.0,4.0,3.0
5694,Talaghattapura,921.0,2.0,2.0
5695,Talaghattapura,1150.0,2.0,2.0
5696,Talaghattapura,2106.0,3.0,3.0
5697,Talaghattapura,2254.0,3.0,3.0
5698,Talaghattapura,1868.0,3.0,3.0
5699,Talaghattapura,951.0,2.0,2.0
5700,Talaghattapura,1868.0,3.0,3.0
5701,Talaghattapura,2106.0,3.0,3.0
5702,Talaghattapura,1223.0,2.0,3.0
5703,Talaghattapura,2038.5,3.0,3.0
5704,Talaghattapura,1804.0,3.0,3.0
5705,Talaghattapura,1100.0,2.0,2.0
5706,Talaghattapura,2254.0,3.0,3.0
5707,Talaghattapura,2099.0,3.0,3.0
5708,Talaghattapura,2273.0,3.0,3.0
5709,Talaghattapura,1575.0,3.0,3.0
5710,Talaghattapura,2254.0,3.0,3.0
5711,Talaghattapura,1062.0,2.0,2.0
5712,Talaghattapura,1868.0,3.0,3.0
5713,Talaghattapura,1800.0,3.0,3.0
5714,Talaghattapura,2273.0,3.0,3.0
5715,Talaghattapura,2099.0,3.0,3.0
5716,Talaghattapura,1040.0,2.0,2.0
5717,Talaghattapura,921.0,2.0,2.0
5718,Talaghattapura,1257.0,2.0,3.0
5719,Talaghattapura,1856.0,3.0,3.0
5720,Talaghattapura,2265.0,3.0,3.0
5721,Talaghattapura,1372.0,2.0,3.0
5722,Talaghattapura,1100.0,2.0,2.0
5723,Talaghattapura,1175.0,2.0,2.0
5724,Talaghattapura,1100.0,2.0,2.0
5725,Thanisandra,663.0,1.0,1.0
5726,Thanisandra,1200.0,2.0,2.0
5727,Thanisandra,1265.0,2.0,3.0
5728,Thanisandra,1241.0,2.0,3.0
5729,Thanisandra,1185.0,2.0,2.0
5730,Thanisandra,1093.0,2.0,2.0
5731,Thanisandra,1948.0,3.0,3.0
5732,Thanisandra,1948.0,4.0,4.0
5733,Thanisandra,1922.0,3.0,3.0
5734,Thanisandra,1261.0,2.0,3.0
5735,Thanisandra,1917.0,4.0,4.0
5736,Thanisandra,1694.0,3.0,3.0
5737,Thanisandra,663.0,1.0,1.0
5738,Thanisandra,1460.0,2.0,2.0
5739,Thanisandra,1801.0,3.0,3.0
5740,Thanisandra,1825.0,3.0,3.0
5741,Thanisandra,1564.0,3.0,3.0
5742,Thanisandra,1100.0,2.0,2.0
5743,Thanisandra,1226.0,2.0,2.0
5744,Thanisandra,1564.0,3.0,3.0
5745,Thanisandra,1702.0,3.0,3.0
5746,Thanisandra,1965.0,4.0,3.0
5747,Thanisandra,1430.0,2.0,3.0
5748,Thanisandra,934.0,2.0,2.0
5749,Thanisandra,2050.0,3.0,3.0
5750,Thanisandra,1185.0,2.0,2.0
5751,Thanisandra,1411.0,3.0,3.0
5752,Thanisandra,777.0,1.0,1.0
5753,Thanisandra,1100.0,2.0,2.0
5754,Thanisandra,1411.0,3.0,3.0
5755,Thanisandra,923.0,1.0,1.0
5756,Thanisandra,1185.0,2.0,2.0
5757,Thanisandra,933.0,2.0,2.0
5758,Thanisandra,1595.0,3.0,3.0
5759,Thanisandra,1427.0,3.0,3.0
5760,Thanisandra,3216.0,4.0,4.0
5761,Thanisandra,1056.0,2.0,2.0
5762,Thanisandra,1230.0,2.0,2.0
5763,Thanisandra,693.0,1.0,1.0
5764,Thanisandra,1114.0,2.0,2.0
5765,Thanisandra,1100.0,2.0,2.0
5766,Thanisandra,2259.0,3.0,4.0
5767,Thanisandra,1564.0,3.0,3.0
5768,Thanisandra,2100.0,4.0,4.0
5769,Thanisandra,1930.0,4.0,3.0
5770,Thanisandra,1140.0,2.0,2.0
5771,Thanisandra,965.0,2.0,2.0
5772,Thanisandra,1183.0,2.0,2.0
5773,Thanisandra,1185.0,2.0,2.0
5774,Thanisandra,1100.0,2.0,2.0
5775,Thanisandra,1241.0,2.0,3.0
5776,Thanisandra,663.0,1.0,1.0
5777,Thanisandra,1588.0,3.0,3.0
5778,Thanisandra,1450.0,2.0,2.0
5779,Thanisandra,2280.0,4.0,3.0
5780,Thanisandra,1546.0,3.0,3.0
5781,Thanisandra,1220.0,2.0,2.0
5782,Thanisandra,2293.0,3.0,3.0
5783,Thanisandra,1533.0,3.0,3.0
5784,Thanisandra,1183.0,2.0,2.0
5785,Thanisandra,2127.0,3.0,3.0
5786,Thanisandra,1296.0,2.0,2.0
5787,Thanisandra,1262.0,2.0,3.0
5788,Thanisandra,1430.0,2.0,3.0
5789,Thanisandra,2144.0,3.0,3.0
5790,Thanisandra,1234.0,2.0,2.0
5791,Thanisandra,1732.0,3.0,3.0
5792,Thanisandra,1732.0,3.0,3.0
5793,Thanisandra,1430.0,2.0,3.0
5794,Thanisandra,1698.0,3.0,3.0
5795,Thanisandra,1651.0,3.0,3.0
5796,Thanisandra,1183.0,2.0,2.0
5797,Thanisandra,510.0,1.0,1.0
5798,Thanisandra,1245.0,2.0,2.0
5799,Thanisandra,1230.0,2.0,2.0
5800,Thanisandra,1050.0,2.0,2.0
5801,Thanisandra,1996.0,3.0,3.0
5802,Thanisandra,1430.0,2.0,3.0
5803,Thanisandra,1226.0,2.0,2.0
5804,Thanisandra,2144.0,3.0,3.0
5805,Thanisandra,445.0,1.0,1.0
5806,Thanisandra,1265.0,2.0,2.0
5807,Thanisandra,1634.0,3.0,3.0
5808,Thanisandra,2002.0,3.0,3.0
5809,Thanisandra,1110.0,2.0,2.0
5810,Thanisandra,1573.0,3.0,3.0
5811,Thanisandra,1430.0,2.0,3.0
5812,Thanisandra,1573.0,3.0,3.0
5813,Thanisandra,1702.0,3.0,3.0
5814,Thanisandra,1884.0,4.0,3.0
5815,Thanisandra,1430.0,2.0,3.0
5816,Thanisandra,1146.0,2.0,2.0
5817,Thanisandra,580.0,1.0,1.0
5818,Thanisandra,1698.0,3.0,3.0
5819,Thanisandra,1020.0,2.0,2.0
5820,Thanisandra,1185.0,2.0,2.0
5821,Thanisandra,1917.0,4.0,3.0
5822,Thanisandra,1411.0,3.0,3.0
5823,Thanisandra,1996.0,4.0,3.0
5824,Thanisandra,1732.0,3.0,3.0
5825,Thanisandra,2336.5,3.0,3.0
5826,Thanisandra,1801.0,3.0,3.0
5827,Thanisandra,3671.0,4.0,4.0
5828,Thanisandra,923.0,1.0,1.0
5829,Thanisandra,760.0,1.0,1.0
5830,Thanisandra,1370.0,2.0,3.0
5831,Thanisandra,1185.0,2.0,2.0
5832,Thanisandra,2695.0,4.0,4.0
5833,Thanisandra,1185.0,2.0,2.0
5834,Thanisandra,1795.0,3.0,3.0
5835,Thanisandra,1260.0,2.0,2.0
5836,Thanisandra,1437.0,2.0,2.0
5837,Thanisandra,1111.0,2.0,2.0
5838,Thanisandra,760.0,1.0,1.0
5839,Thanisandra,1491.0,3.0,3.0
5840,Thanisandra,1185.5,2.0,2.0
5841,Thanisandra,1250.0,1.0,2.0
5842,Thanisandra,1702.0,3.0,3.0
5843,Thanisandra,1241.0,2.0,3.0
5844,Thanisandra,1800.0,4.0,3.0
5845,Thanisandra,1093.0,2.0,2.0
5846,Thanisandra,1098.0,2.0,2.0
5847,Thanisandra,1265.0,2.0,2.0
5848,Thanisandra,3000.0,4.0,4.0
5849,Thanisandra,1935.0,4.0,3.0
5850,Thanisandra,1200.0,2.0,2.0
5851,Thanisandra,1436.0,3.0,3.0
5852,Thanisandra,1343.0,2.0,2.0
5853,Thanisandra,1220.0,2.0,2.0
5854,Thanisandra,1735.0,3.0,3.0
5855,Thanisandra,1430.0,2.0,3.0
5856,Thanisandra,1874.0,4.0,3.0
